Pais,Sigla,Nome Instituicao,Estado,Regiao,Campus,Cidade,Latitude,Longitude,Artes Visuais,Musica,Teatro,Danca,Total,Integrado
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Grajau,Grajau,-5.8154034,-46.1361454,,1,,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Imperatriz,Imperatriz,-5.5269279,-47.478115,1,,,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Itapecuru Mirim,Itapecuru Mirim,-3.3973569,-44.3560724,1,,,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Pedreiras,Pedreiras,-4.5687989,-44.6003029,1,,,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Pinheiro,Pinheiro,-2.5270459,-45.0866463,1,,,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Presidente Dutra,Presidente Dutra,-5.289801,-44.49498,1,,,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Porto Franco,Porto Franco,-6.34149,-47.396188,0,0,0,0,0,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Rosario,Rosario,-2.9405903,-44.2491088,,,1,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Santa Ines,Santa Ines,-3.6647821,-45.3826869,,1,,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Sao Jose de Ribamar,São Jose de Ribamar,-2.5609115,-44.0559509,,,1,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Sao João dos Patos,Sao Joao dos Patos,-6.4934,-43.703623,1,,,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Sao Luis - Centro Historico,Sao Luis,-2.5322628,-44.30372,4,1,1,1,7,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Sao Luis - Maracana,Sao Luis,-2.5125259,-44.3447334,1,,,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Sao Luis - Monte Castelo,Sao Luis,-2.5125259,-44.3447334,1,1,1,1,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Sao Raimundo das Mangabeiras,Sao Raimundo das Mangabeiras,-7.023608,-45.4769436,1,,,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Timon,Timon,-5.1023325,-42.8449518,1,,,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Viana,Viana,-3.2099341,-45.0002456,0,0,0,0,0,N
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Ze Doca,Ze Doca,-3.270145,-45.655344,1,,1,,2,S
