Pais,Sigla,Nome Instituicao,Estado,Regiao,Campus,Cidade,Latitude,Longitude,Artes Visuais,Musica,Teatro,Danca,Total,Integrado
Brazil,IFAM,IF Amazonas,Amazônas,Norte,Eirunepe,Eirunepe,-6.6567654,-69.866161,1,,,,1,S
Brazil,IFAM,IF Amazonas,Amazônas,Norte,Tefe,Tefe,-3.3485276,-64.7102278,1,,,,1,S
Brazil,IFAP,IF Amapa,Amapá,Norte,Laranjal do Jari,Laranjal do Jari,-0.8419994,-52.516,,1,,,1,S
Brazil,IFAP,IF Amapa,Amapá,Norte,Macapa,Macapa,0.0401529,-51.0569588,1,1,,,2,S
Brazil,IFAP,IF Amapa,Amapá,Norte,Porto Grande,Porto Grande,0.7028371,-51.4041605,1,1,,,2,S
Brazil,IFAP,IF Amapa,Amapá,Norte,Santana,Santana,-0.0307068,-51.1789666,1,1,,,2,S
Brazil,IFAP,IF Amapa,Amapá,Norte,Campus Avancado Oiapoque,Oiapoque,3.8432128,-51.8350798,0,0,0,0,0,N
Brazil,IFAP,IF Amapa,Amapá,Norte,Pedra Branca (Centro EAD),Pedra Branca,0.7771833,-51.9523218,0,0,0,0,0,N
Brazil,IFRR,IF Roraima,Roraíma,Norte,Amajari,Amajari,3.6523869,-61.4194315,0,0,0,0,0,S
Brazil,IFRR,IF Roraima,Roraíma,Norte,Bonfim,Bonfim,3.3613818,-59.8427241,0,0,0,0,0,N
Brazil,IFRR,IF Roraima,Roraíma,Norte,Boa Vista Zona Oeste,Boa Vista,2.8208478,-60.6719582,1,,,,1,S
Brazil,IFRR,IF Roraima,Roraíma,Norte,Boa Vista,Boa Vista,2.8208478,-60.6719582,1,,,,1,S
Brazil,IFRR,IF Roraima,Roraíma,Norte,Novo Paraiso,Novo Paraiso,4.5173028,-61.09,0,0,0,0,0,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Barreiras,Barreiras,-12.1440031,-44.9967406,,,,1,1,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Brumado,Brumado,-14.29507325,-41.659307508575985,1,,,,1,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Camacari,Camacari,-12.6998188,-38.3260762,1,,1,,2,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Eunapolis,Eunapolis,-16.3722412,-39.575704,,,1,1,2,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Euclides da Cunha,Euclides da Cunha,-10.5060835,-39.0129875,1,,,,1,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Feira de Santana,Feira de Santana,-12.2578934,-38.9598047,1,,,,1,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Ilheus,Ilheus,-14.792599,-39.0453843,,,,1,1,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Irece,Irece,-11.3034965,-41.8557929,1,,,,1,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Jacobina,Jacobina,-11.1851561,-40.5112434,1,,,,1,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Jequie,Jequie,-13.8604033,-40.0719627,1,,,,1,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Juazeiro,Juazeiro,-9.4336959,-40.5068201,0,0,0,0,0,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Lauro de Freitas,Lauro de Freitas,-12.89242,-38.3127691,,,1,,1,N
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Paulo Afonso,Paulo Afonso,-9.3991006,-38.226711,1,,,,1,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Porto Seguro,Porto Seguro,-16.443473,-39.064251,1,,,,1,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Salinas de Margarida,Salvador,-12.873932,-38.763336,0,0,0,0,0,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Salvador,Salvador,-12.9822499,-38.4812772,2,1,1,1,5,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Santo Amaro,Santo Amaro,-12.5519686,-38.7060448,,1,,,1,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Santo Antonio de Jesus,Santo Antonio de Jesus,-12.9689361,-39.260914,0,0,0,0,0,N
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Seabra,Seabra,-12.4172071,-41.772051,,1,,,1,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Simoes Filho,Simoes Filho,-12.7867839,-38.4030365,1,,,,1,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Ubaitaba,Ubaitaba,-14.3117771,-39.3226605,0,0,0,0,0,N
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Valenca,Valenca,-13.3723582,-39.0694243,2,,,,2,S
Brazil,IFBA,IF Bahia,Bahia,Nordeste,Vitoria da Conquista,Vitoria da Conquista,-14.8567487,-40.8414804,1,1,,,2,S
Brazil,IF Baiano,IF Baiano,Bahia,Nordeste,Alagoinhas,Alagoinhas,-12.1340,-38.4211,,1,1,,2,S
Brazil,IF Baiano,IF Baiano,Bahia,Nordeste,Bom Jesus da Lapa,Bom Jesus da Lapa,-13.250571,-43.410754,,2,,,2,S
Brazil,IF Baiano,IF Baiano,Bahia,Nordeste,Catu,Catu,-12.351274,-38.379108,1,1,,,2,S
Brazil,IF Baiano,IF Baiano,Bahia,Nordeste,Governador Mangabeira,Governador Mangabeira,-12.6038648,-39.0372154,1,,,,1,S
Brazil,IF Baiano,IF Baiano,Bahia,Nordeste,Guananbi,Guananbi,-14.1275013,-39.7514977,1,,,,1,S
Brazil,IF Baiano,IF Baiano,Bahia,Nordeste,Itaberaba,Itaberaba,-12.524182,-40.305897,,1,,,1,S
Brazil,IF Baiano,IF Baiano,Bahia,Nordeste,Itapetinga,Itapetinga,-15.2454478,-40.2460053,,1,1,,2,S
Brazil,IF Baiano,IF Baiano,Bahia,Nordeste,Santa Ines,Santa Ines,-13.2897697,-39.8179701,,2,,,2,S
Brazil,IF Baiano,IF Baiano,Bahia,Nordeste,Senhor do Bonfim,Senhor do Bonfim,-10.4602509,-40.189151,,1,,,1,S
Brazil,IF Baiano,IF Baiano,Bahia,Nordeste,Serrinha,Serrinha,-11.66199,-39.0034021,1,,,,1,S
Brazil,IF Baiano,IF Baiano,Bahia,Nordeste,Teixeira de Freitas,Teixeira de Freitas,-17.5376644,-39.7458096,0,0,0,0,0,S
Brazil,IF Baiano,IF Baiano,Bahia,Nordeste,Urucuca,Urucuca,-14.5913092,-39.2862094,2,1,,,3,S
Brazil,IF Baiano,IF Baiano,Bahia,Nordeste,Valenca,Valenca,-13.3723582,-39.0694243,1,1,,,2,S
Brazil,IF Baiano,IF Baiano,Bahia,Nordeste,Xique-Xique,Xique-Xique,-10.8217193,-42.7265689,0,0,0,0,0,N
Brazil,IFS,IF Sergipe,Sergipe,Nordeste,Aracaju,Aracaju,-10.9162061,-37.0774655,,2,,,2,S
Brazil,IFS,IF Sergipe,Sergipe,Nordeste,Estancia,Estancia,-11.2682255,-37.4378341,0,0,0,0,0,S
Brazil,IFS,IF Sergipe,Sergipe,Nordeste,Gloria,Gloria,-10.2188811,-37.4199759,0,0,0,0,0,S
Brazil,IFS,IF Sergipe,Sergipe,Nordeste,Itabaiana,Itabaiana,-10.6856197,-37.4270517,0,0,0,0,0,S
Brazil,IFS,IF Sergipe,Sergipe,Nordeste,Lagarto,Lagarto,-10.9141791,-37.6715308,1,,,,1,S
Brazil,IFS,IF Sergipe,Sergipe,Nordeste,Poco Redondo,Poco Redondo,-9.8083322,-37.6827949,0,0,0,0,0,N
Brazil,IFS,IF Sergipe,Sergipe,Nordeste,Propria,Propria,-10.212427,-36.8372254,0,0,0,0,0,N
Brazil,IFS,IF Sergipe,Sergipe,Nordeste,São Cristovão,São Cristovão,-11.0136465,-37.2071134,0,0,0,0,0,S
Brazil,IFS,IF Sergipe,Sergipe,Nordeste,Socorro,Socorro,-10.8553115,-37.1264863,0,0,0,0,0,N
Brazil,IFS,IF Sergipe,Sergipe,Nordeste,Tobias Barreto,Tobias Barreto,-11.1878721,-38.0030397,0,0,0,0,0,S
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,Arapiraca,Arapiraca,-9.754866,-36.661471,1,,,,1,S
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,Batalha,Batalha,-9.6733809,-37.1265481,,1,,,1,S
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,Benedito Bentes,Benedito Bentes,-9.5561682,-35.7237673,0,0,0,0,0,N
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,Coruripe ,Coruripe ,-10.1249963,-36.1760623,1,,,,1,S
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,Maceio,Maceio,-9.6476843,-35.7339264,,2,,,2,S
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,Maragogi ,Maragogi ,-9.0118278,-35.222512,,,1,,1,S
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,Marechal Deodoro,Marechal Deodoro,-9.709715,-35.896731,,1,,,1,S
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,Murici,Murici,-9.306823,-35.942798,,,1,,1,S
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,Palmeira dos Indios,Palmeira dos Indios,-9.4112877,-36.6293905,,1,,,1,S
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,Penedo,Penedo,-10.2872341,-36.5819262,,1,1,,2,S
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,Piranhas,Piranhas,-9.6115579,-37.7616366,,,1,,1,S
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,Rio Largo,Rio Largo,-9.477829,-35.839435,0,0,0,0,0,N
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,Santana do Ipanema,Santana do Ipanema,-9.369989,-37.248018,1,,,,1,S
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,São Miguel dos Campos,São Miguel dos Campos,-9.7831115,-36.0967804,0,0,0,0,0,N
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,Satuba,Satuba,-9.569113,-35.822697,,,2,,2,S
Brazil,IFAL,IF Alagoas,Alagoas,Nordeste,Vicosa,Vicosa,-9.3728032,-36.2432636,,,1,,1,S
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Abreu e Lima,Abreu e Lima,-7.900719,-34.898389,,1,,,1,N
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Afogados da Ingazeira,Afogados da Ingazeira,-7.7481283,-37.6346614,0,0,0,0,0,S
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Barreiros,Barreiros,-8.8159644,-35.1831905,,4,,,4,S
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Belo Jardim,Belo Jardim,-8.3338293,-36.4176419,,10,,,10,S
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Cabo de Santo Agostinho,Cabo de Santo Agostinho,-8.2838945,-35.0320984,1,,,,1,N
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Caruaru,Caruaru,-8.2829702,-35.9722852,1,,,,1,S
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Garunhuns,Garunhuns,-8.8829,-36.4969,,1,,,1,S
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Igarassu,Igarassu,-7.8354423,-34.9061125,0,0,0,0,0,N
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Ipojuca,Ipojuca,-8.3980773,-35.0611068,0,0,0,0,0,N
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Jaboatão dos Guararapes,Jaboatão dos Guararapes,-8.1752476,-34.9468716,1,,,,1,N
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Olinda,Olinda,-7.9986401,-34.8459552,9,1,,,10,N
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Palmares,Palmares,-8.684226,-35.589032,0,0,0,0,0,N
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Paulista,Paulista,-7.9340069,-34.868407,0,0,0,0,0,N
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Pesqueira,Pesqueira,-8.3579952,-36.6971741,,1,,,1,S
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Recife,Recife,-8.0641931,-34.8781517,,2,,,2,S
Brazil,IFPE,IF Pernambuco,Pernambuco,Nordeste,Vitoria de Santo Antão,Vitoria de Santo Antão,-8.1209019,-35.2944858,,2,,,2,S
Brazil,IF Sertão,IF Sertão Pernambucano,Pernambuco,Nordeste,Petrolina,Petrolina,-9.362497,-40.539628,1,6,,,7,S
Brazil,IF Sertão,IF Sertão Pernambucano,Pernambuco,Nordeste,Petrolina Zona Rural,Petrolina,-9.334790,-40.688262,,1,1,,2,S
Brazil,IF Sertão,IF Sertão Pernambucano,Pernambuco,Nordeste,Floresta,Floresta,-8.5998918,-38.5706775,,1,,,1,S
Brazil,IF Sertão,IF Sertão Pernambucano,Pernambuco,Nordeste,Salgueiro,Salgueiro,-8.073734,-39.12469,,1,,,1,S
Brazil,IF Sertão,IF Sertão Pernambucano,Pernambuco,Nordeste,Ouricuri,Ouricuri,-7.884432,-40.0833221,,1,,,1,S
Brazil,IF Sertão,IF Sertão Pernambucano,Pernambuco,Nordeste,Santa Maria da Boa Vista,Santa Maria,-8.0261725,-35.00780,,1,,,1,S
Brazil,IF Sertão,IF Sertão Pernambucano,Pernambuco,Nordeste,Serra Talhada,Serra Talhada,-7.9867805,-38.2920294,,1,,,1,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Areia,Areia,-6.9680243,-35.6994783,0,0,0,0,0,N
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Cabedelo,Cabedelo,-6.97324,-34.8351609,,1,,,1,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Cabedelo Centro,Cabedelo Centro,-6.97413565,-34.8360634,,1,,,1,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Cajazeiras,Cajazeiras,-6.8897849,-38.5570389,1,1,,,2,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Campina Grande,Campina Grande,-7.2246743,-35.8771292,,1,,,1,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Catole do Rocha,Catole do Rocha,-6.340625,-37.746967,1,,,,1,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Esperanca,Esperanca,-7.018517,-35.852193,,,1,,1,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Guarabira,Guarabira,-6.8513982,-35.4915582,1,,,,1,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Itabaiana,Itabaiana,-7.331674,-35.331723,1,,,,1,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Itaporanga,Itaporanga,-7.3040747,-38.1505782,,,1,,1,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,João Pessoa,João Pessoa,-7.1215981,-34.882028,1,1,1,1,4,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Mangabeira,Mangabeira,-7.1695048,-34.8393055,0,0,0,0,0,N
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Monteiro,Monteiro,-7.8920179,-37.1232051,,8,,,8,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Patos,Patos,-7.0258285,-37.2766817,,1,,,1,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Pedras de Fogo,Pedras de Fogo,-7.3988977,-35.112176,0,0,0,0,0,N
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Picui,Picui,-6.5106721,-36.3492736,,,1,,1,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Princesa Isabel,Princesa Isabel,-7.736898,-37.9921335,,1,,,1,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Santa Luzia,Santa Luzia,-6.8677854,-36.9182757,0,0,0,0,0,N
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Santa Rita,Santa Rita,-7.128465,-34.9846186,1,,,,1,S
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Soledade,Soledade,-7.058292,-36.366791,0,0,0,0,0,N
Brazil,IFPB,IF Paraiba,Paraíba,Nordeste,Souza,Souza,-23.18767345,-45.86736124080251,1,,,,1,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Apodi,Apodi,-5.6631109,-37.796927,1,1,,,2,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Caico,Caico,-6.4594544,-37.0971911,1,1,1,,3,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Canguaretama,Canguaretama,-6.3751942,-35.137463,1,1,,,2,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Ceara-Mirim,Ceara-Mirim,-5.6322768,-35.4213193,,1,1,,2,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Currais Novos,Currais Novos,-6.2626676,-36.5173039,1,1,,,2,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Ipanguacu,Ipanguacu,-5.5090713,-36.8594421,1,,1,,2,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,João Camara,João Camara,-5.5349637,-35.8150811,,1,1,,2,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Jucurutu,Jucurutu,,,,2,,,2,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Lajes,Lajes,-5.7014079,-36.246219,,,1,,1,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Macau,Macau,-5.1133665,-36.6349957,,1,1,,2,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Mossoro,Mossoro,-5.1904332,-37.3443872,,1,1,,2,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Natal - Central,Natal,-5.812204,-35.203325,1,2,2,,5,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Natal - Cidade Alta,Natal,-5.774641,-35.200489,2,,1,,3,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Natal - Zona Norte,Natal,-5.748316,-35.261630,1,,1,,2,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Natal - Zona Leste,Natal,,,,1,,,1,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Nova Cruz,Nova Cruz,-6.482111,-35.4332326,1,1,,,2,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Parelhas,Parelhas,-6.691369,-36.6584475,1,,,,1,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Parnamirim,Parnamirim,-5.9153334,-35.2679913,1,,1,,2,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Pau dos Ferros,Pau dos Ferros,-6.1124964,-38.2062628,,1,1,,2,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,Santa Cruz,Santa Cruz,-6.224752,-36.019297,,1,1,,2,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,São Goncalo do Amarante,São Goncalo do Amarante,-5.7932331,-35.3286312,1,1,,,2,S
Brazil,IFRN,IF Rio Grande do Norte,Rio Grande do Norte,Nordeste,São Paulo do Potengi,São Paulo do Potengi,-5.8941684,-35.7648309,,1,1,,2,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Acarau,Acarau,-2.8869514,-40.1194713,0,0,0,0,0,N
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Acopiara,Acopiara,-6.0936464,-39.4543204,0,0,0,0,0,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Aracati,Aracati,-4.558259,-37.767894,1,,,,1,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Baturite,Baturite,-4.3290203,-38.8821055,0,0,0,0,0,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Boa Viagem,Boa Viagem,-5.1261877,-39.7300055,0,0,0,0,0,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Camocim,Camocim,-2.9009918,-40.8427389,0,0,0,0,0,N
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Caninde,Caninde,-4.3547946,-39.3108516,1,5,,,6,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Caucaia,Caucaia,-3.7300563,-38.6593082,,1,,,1,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Cedro,Cedro,-6.6065382,-39.0599487,,1,,,1,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Crateus,Crateus,-5.1782451,-40.6696545,,5,,,5,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Crato,Crato,-7.2369112,-39.4149236,1,,,,1,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Fortaleza,Fortaleza,-3.7304512,-38.5217989,4,3,2,,9,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Guaramiranga,Guaramiranga,-4.2615431,-38.9339337,,1,,,1,N
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Horizonte,Horizonte,-4.0964618,-38.4965574,,1,,,1,N
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Iguatu,Iguatu,-6.361934,-39.2972233,1,,,,1,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Itapipoca,Itapipoca,-3.499329,-39.583571,,1,,,1,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Jaguaribe,Jaguaribe,-5.8854585,-38.6212957,,1,,,1,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Jaguaruana,Jaguaruana,-4.831508,-37.780997,0,0,0,0,0,N
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Juazeiro do Norte,Juazeiro do Norte,-7.2153453,-39.3153336,,,1,,1,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Limoeiro do Norte,Limoeiro do Norte,-5.1455607,-38.0984936,,6,,,6,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Maracanau,Maracanau,-3.8779438,-38.6247697,,1,,,1,N
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Maranguape,Maranguape,-3.8922967,-38.6835427,,1,,,1,N
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Morada Nova,Morada Nova,-5.1076699,-38.3727852,0,0,0,0,0,N
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Paracuru,Paracuru,-3.41436,-39.030028,,1,,,1,N
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Pecem,Pecem,-3.5486983,-38.8277285,0,0,0,0,0,N
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Quixada,Quixada,-4.9706021,-39.0158403,,,,1,1,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Sobral,Sobral,-3.6879135,-40.3456372,,1,,,1,N
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Tabuleiro do Norte,Tabuleiro do Norte,-5.2440865,-38.1284605,,3,,,3,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Taua,Taua,-6.0031372,-40.2947268,,1,,,1,S
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Tiangua,Tiangua,-3.7307332,-41.0004019,0,0,0,0,0,N
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Ubajara,Ubajara,-3.8534468,-40.9185642,0,0,0,0,0,N
Brazil,IFCE,IF Ceara,Ceará,Nordeste,Umirim,Umirim,-3.6777738,-39.348725,1,,,,1,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Angical,Angical,-7.2160275,-42.2412599,1,,,,1,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Cocal,Cocal,-3.4691882,-41.555851,1,1,,,2,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Dirceu Arcoverde,Dirceu Arcoverde,-9.3413101,-42.4362055,0,0,0,0,0,N
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Jose De Freitas,Jose De Freitas,-4.7578357,-42.5763777,0,0,0,0,0,N
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Parnaiba,Parnaiba,-2.9147515,-41.7661953,1,1,,,2,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Pedro Ii,Pedro Ii,-4.425845,-41.448184,1,1,,,2,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Pio Ix,Pio Ix,-6.8351921,-40.6148654,0,0,0,0,0,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,São João,São João,-4.3793602,-42.1040727,1,1,,,2,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Teresina Central,Teresina,-5.0896403,-42.809588,2,8,,,10,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Urucui,Urucui,-7.2363099,-44.555387,1,1,,,2,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Campo Maior,Campo Maior,-4.8339574,-42.1739786,1,1,,,2,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Corrente,Corrente,-10.4401356,-45.1627472,1,,,,1,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Floriano,Floriano,-6.7726534,-43.0070616,1,1,,,2,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Oeiras,Oeiras,-7.0109909,-42.1299376,1,1,,,2,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Paulistana,Paulistana,-8.1389174,-41.1380533,1,1,,,2,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Picos,Picos,-7.0823544,-41.4685053,,1,1,,2,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Piripiri,Piripiri,-4.2732339,-41.7785173,1,1,,,2,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,São Raimundo Nonato,São Raimundo Nonato,-9.0150522,-42.6886909,1,1,,,2,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Teresina Zona Sul,Teresina,-5.0896403,-42.809588,1,1,,,2,S
Brazil,IFPI,IF Piaui,Piauí,Nordeste,Valenca,Valenca,-6.4048149,-41.7382812,1,1,,,2,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Acailandia,Acailandia,-4.9514278,-47.4844564,1,,,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Alcantara,Alcantara,-2.4038956,-44.4154241,,,1,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Araioses,Araioses,-2.890914,-41.904993,1,,,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Bacabal,Bacabal,-4.2318132,-44.781167,,,1,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Barra do Corda,Barra do Corda,-5.496823,-45.248496,0,0,0,0,0,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Barreirinhas,Barreirinhas,-2.7541271,-42.8259693,,,2,,2,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Buriticupu,Buriticupu,-4.3227472,-46.4516989,1,,,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Carolina,Carolina,-7.3313437,-47.4738762,0,0,0,0,0,N
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Caxias,Caxias,-4.8654201,-43.353664,1,,,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Codo,Codo,-4.455623,-43.892354,,,1,,1,S
Brazil,IFMA,IF Maranhão,Maranhão,Nordeste,Coelho Neto,Coelho Neto,-4.2535154,-43.0149321,,1,,,1,S
